type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,x_96,x_97,x_98,x_99,x_100,x_101,x_102,x_103,x_104,x_105,x_106,x_107,x_108,x_109,x_110,x_111,x_112,x_113,x_114,x_115,x_116,x_117,x_118,x_119,x_120,x_121,x_122,x_123,x_124,x_125,x_126,x_127
0,0.025372827425599098,0.0015468805795535445,-0.012572462670505047,0.010060084983706474,0.019585609436035156,-0.02230469323694706,-0.023636965081095695,0.011409182101488113,-0.00202269502915442,-0.005981473717838526,-0.01858539506793022,0.008400978520512581,0.0050178226083517075,0.01382507011294365,-0.0048238919116556644,0.0039574094116687775,-0.0007061122450977564,-0.010609281249344349,-0.002734156558290124,0.003292284905910492,0.016837865114212036,0.02096303552389145,0.00016870700346771628,0.010722901672124863,-0.033166348934173584,0.007405254524201155,0.020171932876110077,0.00037524395156651735,0.0017140102572739124,-0.0008746373350732028,0.004871649201959372,0.01613025553524494,0.004749575164169073,0.002634417498484254,0.001913590356707573,0.002204792108386755,-0.0005463517154566944,0.02354205586016178,0.014295709319412708,-0.010813377797603607,-0.004839641973376274,-0.007681501097977161,0.014033646322786808,-0.025532955303788185,-0.012562134303152561,0.0011474944185465574,0.007225471548736095,0.02744598127901554,-0.008608773350715637,0.004195040091872215,-0.002180865267291665,0.01771426945924759,0.02381916344165802,0.009672247804701328,-0.008965742774307728,0.010030874982476234,-0.011784913949668407,0.003851210465654731,-0.016824636608362198,-0.0034494549036026,-0.008023630827665329,0.002454303205013275,-0.0020592715591192245,0.005376676097512245,0.014388801530003548,0.01622636988759041,0.0055952053517103195,0.006243330426514149,0.004726540297269821,-0.005186175461858511,-0.006547815166413784,0.019633080810308456,0.007066743448376656,0.014772198162972927,-0.0014772529248148203,0.00580963771790266,-0.016474692150950432,0.008279833942651749,0.0016012837877497077,-0.028738658875226974,0.0032469043508172035,0.019727345556020737,0.003674844978377223,-0.007840420119464397,-0.02175755240023136,-0.011988278478384018,0.0019235331565141678,-0.004260516259819269,-0.013983861543238163,-0.009368803352117538,0.016479844227433205,-0.0065928008407354355,-0.014789290726184845,-0.006865082774311304,-0.01790245622396469,-0.0007486774702556431,0.020322397351264954,0.00448960717767477,0.007209252566099167,-0.004725504666566849,-0.0013896190794184804,0.007475993130356073,-0.012123914435505867,-0.0005629384540952742,-0.001662301947362721,0.006871354300528765,-0.010260796174407005,-0.0017114829970523715,-0.010024623945355415,0.005752136930823326,0.017923297360539436,-0.007790164090692997,-0.00539214676246047,0.0015144826611503959,0.012490957975387573,0.00549092423170805,0.009059193544089794,-0.0016629011370241642,0.007741277571767569,0.003424582537263632,-0.0005417271167971194,0.009477678686380386,0.0033793721813708544,0.0030180986505001783,0.0027844496071338654,-0.0010425782529637218,0.0014666777569800615,0.016263147816061974
1,0.013676896691322327,0.0040285480208694935,-0.016851995140314102,0.005347322206944227,0.002126612700521946,-0.003460296429693699,-0.017843203619122505,0.008991365320980549,-0.0009638383635319769,-0.0065647903829813,-0.01433262974023819,-0.0007751442026346922,0.0038511031307280064,0.011422841809689999,0.00015904195606708527,0.009289057925343513,0.001568700186908245,-0.002400374272838235,-0.009793980047106743,0.00606959592550993,0.004204115364700556,0.010839513503015041,0.005051238927990198,0.0044257198460400105,-0.012178406119346619,0.006932814605534077,0.01812577061355114,0.004929008893668652,0.002002900931984186,-0.0038901371881365776,0.00838393997400999,0.005733833648264408,0.005158507730811834,0.004671758506447077,0.0033774692565202713,0.006466161925345659,0.002475715009495616,0.013347113505005836,0.0022154871840029955,-0.007486429065465927,-0.0023353062570095062,-0.0023254004772752523,0.0026479740627110004,-0.017161142081022263,-0.00805804505944252,0.0021473667584359646,0.00394413759931922,0.011729218997061253,0.004429280292242765,0.003434255253523588,-0.006355997174978256,0.015758980065584183,0.02070169895887375,-0.0009771864861249924,-0.009605211205780506,0.0007304857135750353,-0.006207096856087446,-0.0014253892004489899,-0.010588586330413818,-0.008113753981888294,-0.0028000790625810623,0.0063501764088869095,-0.0022409118246287107,0.0070991599932312965,0.0036059380508959293,0.013507658615708351,0.003939345479011536,-0.00363440765067935,0.0027604075148701668,-0.0006052637472748756,-0.001464522909373045,0.005834524054080248,-0.005054508335888386,0.0021454296074807644,0.0032730780076235533,0.00657606590539217,-0.008546420373022556,0.013838967308402061,-0.010223569348454475,-0.012802508659660816,-0.006290528457611799,0.007241946179419756,0.0054716686718165874,-0.007634292356669903,-0.01629803515970707,-0.00242622965015471,-0.000873532029800117,-0.005689438432455063,0.0025337187107652426,-0.0039241379126906395,0.013104718178510666,-0.0020988795440644026,-0.01537331659346819,0.0013417520094662905,-0.01713203825056553,-0.006875006947666407,0.015037823468446732,0.006070669274777174,0.010894237086176872,0.0018738758517429233,0.008001753129065037,-0.0032478575594723225,-0.016006194055080414,-0.0054253521375358105,-0.007514666300266981,0.00826902687549591,0.0003650365397334099,0.0017441381933167577,0.0016319808783009648,0.0014229218941181898,0.00585522735491395,0.0026565557345747948,0.001635073684155941,-0.0015141601907089353,0.010691204108297825,-0.005147270858287811,0.0010758592979982495,0.007592037320137024,0.001245219842530787,0.0038476865738630295,0.007752230390906334,0.007744529750198126,-0.002693472197279334,0.001860440126620233,0.01121857762336731,-0.0049154325388371944,-0.0009810526389628649,0.0062450990080833435
10,0.022984903305768967,-0.0034304389264434576,-0.004437417723238468,0.008353791199624538,0.009564468637108803,-0.016876989975571632,-0.02226104773581028,0.009678654372692108,0.0014968249015510082,0.004978546407073736,-0.014407039619982243,-0.0020755764562636614,0.011924872174859047,0.011419032700359821,0.00013410166138783097,0.005340056028217077,-0.00828262697905302,0.003346856217831373,0.0010031223064288497,-0.003422757610678673,0.009436661377549171,0.018079550936818123,-0.006946921814233065,0.009213365614414215,-0.014946809969842434,0.0013392772525548935,0.01825440302491188,-0.004010405857115984,0.0030987130012363195,0.005944578442722559,0.008047997020184994,0.007335631642490625,-0.001963868038728833,0.004911248572170734,0.007807431276887655,0.004454657901078463,0.007714574690908194,0.006502669770270586,0.012625082395970821,-0.01072876900434494,-0.00538127264007926,-0.010881439782679081,0.013051003217697144,-0.020669538527727127,-0.0002118507109116763,-0.006092253606766462,0.008349006064236164,0.00970449298620224,0.0033887564204633236,0.005899583455175161,0.006409735418856144,0.00866448413580656,0.011859489604830742,0.007975814864039421,0.003813925664871931,-0.0031386332120746374,-0.008963048458099365,0.007569901645183563,-0.00508340448141098,-0.012939405627548695,-0.009503967128694057,-0.005166443530470133,-0.0029877941124141216,0.009522499516606331,0.008932823315262794,0.009359571151435375,0.00620533199980855,-0.0007545227999798954,0.0029647720512002707,-0.002202281029894948,-0.001699233427643776,0.0028916453011333942,0.005049987230449915,0.006552828475832939,0.0033135463017970324,-0.002169024432078004,-0.004769071005284786,0.010501174256205559,-0.00029252245440147817,-0.01708611287176609,-0.002569641685113311,0.0156661756336689,0.007332501467317343,-0.010941420681774616,-0.020374706014990807,-0.007226761896163225,0.011372026056051254,-0.00685238977894187,-0.005155591759830713,-0.003314086003229022,0.015880577266216278,0.001078493893146515,-0.008500992320477962,0.0005228820955380797,-0.00891817081719637,-0.0007599300588481128,0.015590311028063297,-7.002554048085585e-05,0.00990909431129694,0.00029467695276252925,0.0034030196256935596,-0.004427141975611448,-0.00625653238967061,-0.006362421438097954,-0.003893720218911767,-0.004295763559639454,-0.00477576395496726,-0.0027059060521423817,-0.005604428239166737,0.006526353303343058,0.004081841092556715,-0.0022316304966807365,0.0019603732507675886,-0.0012443710584193468,0.018567539751529694,-0.005048212129622698,0.005206150468438864,0.0013640732504427433,-0.0035675724502652884,0.007369575556367636,0.007775709964334965,0.013648400083184242,-0.007673730608075857,0.009769223630428314,0.01132263708859682,-0.002411705208942294,-0.0038814775180071592,0.008848261088132858
100,0.017626840621232986,0.005324847996234894,-0.007794233970344067,0.019647547975182533,0.008872948586940765,-0.006892068311572075,-0.02105741947889328,0.00290926662273705,0.0020316264126449823,0.006806403864175081,-0.008703124709427357,0.0033296120818704367,0.014482319355010986,0.008455460891127586,-0.001103367656469345,0.0013972707092761993,0.0034346915781497955,0.0025355571415275335,-0.011625063605606556,-0.0015007109614089131,0.01614350639283657,0.015062239021062851,0.001158301834948361,0.0006057178834453225,-0.015639517456293106,0.003432195633649826,0.019649211317300797,-0.009831564500927925,-0.002876251470297575,-0.0012477448908612132,0.006978378631174564,0.012349200434982777,0.007585800718516111,-0.0016276600072160363,-0.004197482485324144,0.006961371283978224,0.009718360379338264,0.021872064098715782,0.015732567757368088,0.0002208310179412365,-0.004803783260285854,-0.009509134106338024,0.012975153513252735,-0.020927051082253456,-0.007777958642691374,0.004919357132166624,0.012779315933585167,0.01646513119339943,-0.006513099651783705,0.015758434310555458,0.009093955159187317,0.011542417109012604,0.022105135023593903,-0.0053900498896837234,-0.0014795555034652352,0.003377356566488743,-0.011836076155304909,0.00569518655538559,-0.014121631160378456,0.0007824713247828186,-0.010130699723958969,0.0022104447707533836,-0.0034896789584308863,-0.0017436088528484106,0.0029824189841747284,0.015870869159698486,0.0033856623340398073,-0.0001984847622225061,0.011023393832147121,-0.008784865960478783,-0.001057671383023262,0.0051739150658249855,0.0027936571277678013,0.007221888285130262,-0.00661042146384716,-0.00781287532299757,-0.0038565124850720167,0.010878169909119606,-0.0011151079088449478,-0.017244378104805946,-0.0034994385205209255,0.007905885577201843,0.0053305053152143955,-0.00927712582051754,-0.025653166696429253,-0.005840494763106108,0.011805243790149689,0.0033054782543331385,-0.008929049596190453,-0.010527187958359718,0.01709022931754589,0.0003770505718421191,-0.011408002115786076,-0.001562423654831946,-0.02208571694791317,-0.007577828131616116,0.005479354411363602,-0.0013367454521358013,0.010723182931542397,-0.002767184516415,0.0034686620347201824,-0.0012871295912191272,-0.019815929234027863,0.008129547350108624,-0.00768599146977067,0.002473365981131792,-0.010639982298016548,-0.007073675282299519,0.001040638773702085,0.0037320824339985847,0.01207839883863926,-0.0007736462284810841,-0.002954446477815509,-0.006864928640425205,0.022230394184589386,0.004340446088463068,0.004654250107705593,0.0068590049631893635,-0.000791249331086874,0.008505469188094139,0.012082811444997787,0.008902719244360924,-0.0031446688808500767,0.012612946331501007,-0.002349677262827754,-0.0009185472736135125,0.008465866558253765,0.014697416685521603
101,0.008130320347845554,-3.743708657566458e-05,-0.012924373149871826,0.0016541503136977553,0.0075211175717413425,0.001692459685727954,-0.01686909794807434,-0.0025834895204752684,-0.007764799986034632,0.003996461629867554,-0.0112534798681736,0.007884335704147816,0.0071143037639558315,0.007737201638519764,-0.00878039002418518,0.006354921031743288,0.004299549385905266,-0.007853198796510696,-0.006005577743053436,-0.004706039559096098,0.0010782463941723108,0.005268312990665436,-0.004559728782624006,-0.005175868049263954,-0.010051043704152107,-0.003312877845019102,-0.0014073485508561134,-0.002609431277960539,-0.004330880008637905,0.00609549367800355,0.007081362884491682,0.010203843005001545,0.005740179680287838,-0.004828385543078184,-0.005396948661655188,0.0004942086525261402,0.007084476295858622,0.008748353458940983,0.009337252005934715,-0.007393617182970047,0.006463900674134493,-0.0003331934567540884,0.011407053098082542,-0.011937307193875313,-0.0006901489105075598,0.0007536359480582178,0.005514918360859156,0.009027642197906971,0.007430208846926689,0.0020265637431293726,0.0015037966659292579,0.008978878147900105,0.005223535932600498,0.005775385070592165,-0.0047896369360387325,0.0022738936822861433,-0.003682442707940936,-0.0025820478331297636,-0.0005006198189221323,-0.009790968149900436,-0.005026418715715408,0.006734401453286409,-0.0002369214635109529,0.008540780283510685,0.004103929735720158,-0.002842606045305729,0.0017833574675023556,0.004018543288111687,0.009063398465514183,-0.007814593613147736,-0.0033365373965352774,0.007696083746850491,-0.001981547800824046,0.0029228022322058678,-0.003242752980440855,0.0030568076763302088,-0.0020976567175239325,0.0069097066298127174,-0.0060867005959153175,-0.015015127137303352,0.005550464149564505,0.012100347317755222,-0.004102073144167662,-0.008030538447201252,-0.013320045545697212,-0.008711112663149834,-0.004111976362764835,0.0028965086676180363,-0.0032566890586167574,0.00340018467977643,0.009589786641299725,-0.002057110657915473,-0.006522119510918856,-0.006078777369111776,-0.012395723722875118,-0.0072501040995121,0.010885209776461124,0.005876271519809961,-0.0037744403816759586,0.004918334074318409,0.007449389901012182,-0.002016916871070862,-0.01168245729058981,-0.00526520935818553,0.003235478885471821,0.004192692693322897,0.0011793422745540738,-0.007319553289562464,-0.007509852759540081,0.0019821703899651766,0.003560094628483057,-0.0009689286234788597,-0.008519335649907589,0.0028214319609105587,0.004576488398015499,0.00018410639313515276,0.00395671371370554,-0.0007123579853214324,0.003252865979447961,0.008138440549373627,0.006105541251599789,0.010854738764464855,-0.000704409321770072,-0.00282692420296371,0.00901117268949747,-0.006606799550354481,0.005171335767954588,0.0012978437589481473
102,0.011673307046294212,0.0022056838497519493,-0.012110146693885326,0.006374911870807409,0.012431122362613678,-0.011681176722049713,-0.015120668336749077,0.004218979272991419,0.0012960531748831272,0.0008342741057276726,-0.013685974292457104,0.010145321488380432,0.012275117449462414,0.003360493341460824,-0.0037794564850628376,0.0006236723274923861,0.0011391263687983155,-0.00975602027028799,-0.006516191177070141,-0.0032183220610022545,0.007298085372895002,0.010096383281052113,-0.0009084930643439293,0.005600678734481335,-0.026363596320152283,-0.0041993786580860615,0.015672601759433746,0.005728224292397499,-0.0033788129221647978,0.00861344300210476,0.0009216517792083323,0.007937096059322357,0.006624964531511068,0.002480647526681423,0.009577657096087933,0.004387351684272289,-0.0008199852309189737,0.021789558231830597,0.008743107318878174,-0.001283211400732398,0.0028209039010107517,-0.009939571842551231,0.0056441244669258595,-0.014949923381209373,-0.0038024880923330784,-0.0017966552404686809,-0.0006859421264380217,0.02155732735991478,0.006092832889407873,0.005134547594934702,-0.0008481504046358168,0.00652303034439683,0.015059883706271648,0.0015083464095368981,-0.003880235832184553,-0.0037231980822980404,-0.005475030280649662,-0.0031691459007561207,-0.002328850794583559,-0.008085638284683228,-0.004373466596007347,0.004673138726502657,-4.450319102033973e-05,0.002077886601909995,0.0036006651353091,0.001914429827593267,-0.0030447659082710743,-0.0023924887645989656,-0.003575415350496769,-0.0014708612579852343,-0.0066752987913787365,0.009111533872783184,0.0040333205834031105,0.010924965143203735,0.005737869534641504,-0.0012138335732743144,-0.006993440445512533,0.006336205638945103,-0.010574429295957088,-0.016526594758033752,0.0049540759064257145,0.010663459077477455,0.008177320472896099,-0.0012993606505915523,-0.021830298006534576,-0.012226405553519726,0.010239486582577229,-0.0043497225269675255,-0.00903255119919777,5.526556196855381e-05,0.002630875911563635,-0.001199977588839829,-0.010935217142105103,-0.005503619555383921,-0.0106684360653162,-0.0025213442277163267,0.016085755079984665,-0.001620457274839282,0.00980491004884243,-0.0005837230128236115,0.007549596484750509,0.007131683640182018,-0.015235142782330513,-0.0006094565032981336,-0.008375812321901321,-0.0037240362726151943,-0.0050267502665519714,0.0020180954597890377,0.0011175578692927957,-0.005855986382812262,0.009012747555971146,-0.003116759005934,-0.00249494519084692,-0.0009126623626798391,0.014872666448354721,0.005865681450814009,0.00548055162653327,0.005392688792198896,-0.0011675027199089527,0.00851842574775219,0.00207368191331625,0.013325028121471405,-0.00731501542031765,0.006685210391879082,0.011940390802919865,0.001675093430094421,0.008137020282447338,0.004023723769932985
103,0.015627890825271606,-0.005824466701596975,-0.006273007020354271,0.008975481614470482,0.006612211931496859,-0.00429957639425993,-0.018623758107423782,0.0019069549161940813,-0.0003231937007512897,0.0024367463774979115,-0.01501377671957016,0.0009229709394276142,0.011712520383298397,0.00672472408041358,0.00043006535270251334,-0.0036945748142898083,-0.0021308285649865866,-0.0015605561202391982,-0.0033772189635783434,0.005881842691451311,0.008228559978306293,0.005357280373573303,-0.0022016873117536306,0.011713601648807526,-0.009509020484983921,-0.006156018003821373,0.006167961750179529,0.0025504438672214746,0.0029080738313496113,0.009596902877092361,-0.0009042362216860056,0.004996777977794409,0.008782472461462021,0.004066827241331339,0.009238284081220627,-0.003123316913843155,0.004015160258859396,0.006047649774700403,0.0026219466235488653,-0.007915251888334751,-0.008434318006038666,-0.004973235540091991,0.009906213730573654,-0.011928198859095573,-0.0034955500159412622,0.004063522908836603,0.009721408598124981,0.015972483903169632,0.005452871788293123,0.0028519213665276766,-0.002526072785258293,0.007902374491095543,0.015629950910806656,0.0051893554627895355,-0.009334197267889977,0.0006674969336017966,-0.010143616236746311,0.007938018068671227,-0.009136279113590717,-0.004692798480391502,-9.532748663332313e-05,0.002251666970551014,-0.005179892759770155,0.008732816204428673,0.010318213142454624,0.013048535212874413,-0.001505846856161952,0.004384596832096577,0.006566062103956938,-0.008659658022224903,0.00044304190669208765,0.011443683877587318,-0.004305155016481876,-0.0030905636958777905,0.006254306063055992,-0.0034790521021932364,0.000546469644177705,0.0038683998864144087,0.004314038436859846,-0.017632924020290375,0.0025442347396165133,0.013253912329673767,-0.0064928969368338585,-0.0023558835964649916,-0.017526336014270782,-0.006396537180989981,0.00814792513847351,0.004930893424898386,-0.00605124793946743,-0.00812746211886406,0.007738115265965462,-0.0013513164594769478,-0.01684284210205078,-0.005331472959369421,-0.006945941597223282,0.005111491773277521,0.00348382699303329,0.004088364541530609,0.0013630300527438521,0.002204777440056205,-0.001995660364627838,0.0031149310525506735,-0.013211722485721111,-0.004385652951896191,0.005829834379255772,-0.003185565583407879,-0.0043938010931015015,0.0037387991324067116,-0.009894962422549725,-0.0021852192003279924,0.007338855881243944,-0.006490140222012997,0.004621795378625393,0.007216063793748617,0.016524000093340874,0.0027184400241822004,-0.0006327705923467875,0.0022310279309749603,0.0008857559878379107,0.006691397167742252,-0.002406272105872631,0.00047867101966403425,-0.008125891909003258,-0.002836168510839343,-0.0011574967065826058,-0.0022587981075048447,-0.0012141653569415212,0.010448354296386242
104,0.011888358741998672,0.0031535220332443714,-0.007477163802832365,0.013581642881035805,0.015681009739637375,-0.012822781689465046,-0.025515303015708923,-0.0023651672527194023,-0.0004581512475851923,-0.005573252681642771,-0.014050722122192383,0.010000180453062057,0.001543021178804338,0.010859401896595955,-0.0056669930927455425,0.0007951765437610447,0.0007483071531169116,-0.002624582266435027,-0.004167585633695126,-0.004602590575814247,0.01070223655551672,0.0045367018319666386,-0.0028949540574103594,0.004274336155503988,-0.02553936466574669,0.007450555916875601,0.01709510199725628,0.003168519353494048,0.001565834740176797,0.0048496606759727,0.004978078417479992,0.011346864514052868,-0.005058653187006712,-0.0003549210960045457,0.006722996477037668,0.0009733844781294465,0.0008858636138029397,0.015249017626047134,0.005252130329608917,-0.00910254754126072,-0.008122838102281094,-0.004049073904752731,0.0030212351121008396,-0.017373794689774513,-0.0034443880431354046,-0.0002792679297272116,-0.0017808838747441769,0.016004331409931183,0.006216837093234062,0.008384879678487778,-0.004639819730073214,0.006066740490496159,0.01011201087385416,-0.003290661610662937,-0.004864446818828583,-0.0022363727912306786,0.0018539761658757925,0.0029507875442504883,-0.01373680867254734,-0.00436015659943223,-0.004511567298322916,0.001259655342437327,0.0013386840000748634,0.002924490487203002,0.0033784033730626106,0.007168194279074669,-0.00298698409460485,-0.005776221863925457,0.0033399350941181183,-0.0009577577002346516,0.0026473228354007006,0.005605938844382763,-0.005412985570728779,0.0005208059446886182,-0.0018865844467654824,-0.007516377605497837,-0.009607299230992794,0.004718426149338484,-2.897170270443894e-05,-0.010581236332654953,-0.002001726534217596,0.011107588186860085,0.004825611133128405,-0.0021053238306194544,-0.014541749842464924,-0.010243489407002926,0.006377063225954771,-0.002786907833069563,-0.0021626490633934736,-0.006032302509993315,0.00520775793120265,-0.006138472352176905,-0.0063131884671747684,-2.9519076633732766e-05,-0.009162192232906818,0.0032156319357454777,0.008202297613024712,0.005906802136451006,-0.00017924091662280262,0.0036234939470887184,0.003905976191163063,-0.0007985752308741212,-0.017234403640031815,-5.4392214224208146e-05,-0.005373150110244751,0.004026501905173063,0.003919181879609823,-0.005597557406872511,-0.007212569937109947,0.008244859054684639,0.013285646215081215,-0.00988995935767889,-0.002825048752129078,-0.006241390015929937,0.020748108625411987,0.001739230938255787,-0.0027413845527917147,0.005029348190873861,-0.003977620974183083,0.009372477419674397,0.0021146710496395826,0.009019754827022552,-0.00821913592517376,0.005537866614758968,-0.000718257506377995,0.0020181883592158556,0.0029807421378791332,0.0015040951548144221
105,0.018934126943349838,-0.004829810466617346,-0.015629073604941368,0.013460252434015274,0.017194289714097977,-0.012003866024315357,-0.024543043226003647,0.011254501529037952,-0.00582216726616025,0.008557724766433239,-0.010227523744106293,0.002745656529441476,0.0026126387529075146,0.00803937204182148,0.002027958631515503,-0.0018975990824401379,-0.006481530144810677,-0.0038902179803699255,-0.014878782443702221,-0.003670668927952647,0.011864016763865948,0.012203041464090347,0.0029088330920785666,0.0028982062358409166,-0.029738837853074074,-0.002626985777169466,0.016158074140548706,-0.0009306283318437636,0.008435357362031937,0.0036329685244709253,0.0011603125603869557,0.01773395761847496,-0.0034684650599956512,-0.0062095122411847115,0.01123896799981594,-0.004812707658857107,0.008084957487881184,0.02036922797560692,0.01758371852338314,-0.012624484486877918,0.002117777243256569,-0.003803274827077985,0.011235931888222694,-0.023236384615302086,-0.00977519154548645,0.003479520557448268,0.0007981895469129086,0.02502468042075634,0.006219474133104086,0.016361385583877563,-0.00641316594555974,0.008111245930194855,0.015119302086532116,-0.004551241174340248,-0.0072396728210151196,-0.0034745640587061644,-0.0016343134921044111,-0.001317333779297769,-0.017971564084291458,-7.88387842476368e-05,-0.011722390539944172,-0.004795263987034559,0.0013345055049285293,0.00731311459094286,0.015709247440099716,0.009341924451291561,0.0045319958589971066,0.004086162894964218,0.00782190915197134,-0.003508441848680377,0.0012348262825980783,0.00400122907012701,0.00849445816129446,0.011242437176406384,0.0037079406902194023,-0.0004889577976427972,-0.014334089122712612,0.012181295081973076,-0.005313411820679903,-0.025008441880345345,-0.00012976807192899287,0.02069118618965149,-0.004959539510309696,-0.014533903449773788,-0.02064870111644268,-0.005013790912926197,0.007495093625038862,-0.009876645170152187,-0.007593053393065929,-0.011662275530397892,0.017476404085755348,-0.006577539723366499,-0.02004143036901951,0.005860405974090099,-0.02090294286608696,-0.0008280000183731318,0.010694161988794804,-0.005003799684345722,0.007451025769114494,-0.00042361539090052247,-0.0016202121041715145,0.006742492783814669,-0.014827254228293896,-0.0066436720080673695,0.004759876057505608,0.00747643643990159,-0.003774836892262101,-0.000261550274444744,0.0028491010889410973,-0.004134204238653183,0.005032213404774666,-0.003787544323131442,0.0007760239532217383,0.0012620530324056745,0.012411934323608875,-0.003974449820816517,-0.001978357555344701,-0.0036555714905261993,0.004707391373813152,-0.0014416653430089355,0.007950208149850368,0.011868258938193321,-0.0009400127455592155,0.012670446187257767,0.0018082744209095836,-0.00038521498208865523,-0.0030644391663372517,0.006281184032559395
106,0.006303760688751936,0.006973744835704565,-0.012745806947350502,0.010888858698308468,0.009463145397603512,-0.014613885432481766,-0.013876700773835182,0.004667994566261768,-0.005088777747005224,0.0028982136864215136,-0.009905589744448662,-0.0028563286177814007,0.006357889156788588,0.0032131150364875793,0.0033871973864734173,-0.004608319140970707,0.006015345454216003,-0.00905282236635685,-0.008289881981909275,-0.0038194959051907063,0.0033703618682920933,0.014280972070991993,-0.006014416925609112,-0.0020974245853722095,-0.014518647454679012,-0.0037231037858873606,0.0036548105999827385,-0.008223549462854862,-0.004824975971132517,0.009042435325682163,0.0073379348032176495,0.005090676248073578,-0.0055629839189350605,0.0012684531975537539,0.00792852696031332,0.0036989294458180666,-0.0041628493927419186,0.0033219994511455297,0.005828979425132275,-0.008126956410706043,0.0014455494238063693,-0.0013889286201447248,0.012340395711362362,-0.005908038001507521,-0.0052877976559102535,0.0005017913063056767,0.007337610702961683,0.015865694731473923,0.004692602902650833,0.001274380716495216,-0.0033731877338141203,0.003687260439619422,0.011180275119841099,-6.029909854987636e-05,0.0006137124146334827,0.007388926111161709,-0.006518210284411907,-0.0008075169753283262,-0.006139564327895641,-0.010091450065374374,-0.004822689574211836,-0.005382339935749769,-0.005514964926987886,0.010073847137391567,0.007140143308788538,0.008157608099281788,0.0063607534393668175,-0.0025545810349285603,-0.005286781582981348,-0.0063649918884038925,-0.00010356679558753967,0.014231867156922817,0.007366841193288565,-0.0017743862699717283,-0.0036914425436407328,-0.0014221518067643046,0.0012287124991416931,0.012813862413167953,-0.007565835956484079,-0.009484226815402508,-0.002053257543593645,0.0034375651739537716,-0.003966209013015032,-0.013176223263144493,-0.006052556447684765,0.0046593621373176575,-0.0020179920829832554,0.004669881891459227,-0.0070925382897257805,-0.007506710942834616,0.009112655185163021,-0.0018605724908411503,-0.015073793940246105,0.0055043064057827,-0.014268924482166767,0.00718735670670867,0.013093065470457077,0.008625873364508152,0.005437229759991169,-0.007590262219309807,0.0011926073348149657,-0.005223542917519808,-0.012049950659275055,-0.003497431054711342,0.0037071811966598034,0.006905911024659872,-0.001234142342582345,-0.007187753915786743,-0.010731754824519157,0.007741987239569426,0.00796826183795929,-0.00244017131626606,-0.0032596129458397627,0.004527561832219362,0.006714323535561562,0.0077031757682561874,0.0024212084244936705,0.00337078794836998,0.0020076597575098276,-0.004763652104884386,-0.004385402891784906,0.0141230383887887,-0.004694296978414059,0.009017134085297585,0.010084960609674454,-0.0016909692203626037,0.0064554535783827305,0.007740229368209839
